content,score
Def nya denger ga sih komen orang banyak loading tuh di benerin dikit2 semua loading game besar lain ga ada kaya gini maka nya pada pensi pemain nya.,1
Kalau bug koneksi blm di perbaiki tetep b1,1
"masih sering loading padahal HP gak kentang, internet lancar,",3
"Ini game solo leveing gme termiskin sedunia,, karena hadian per harinya nya ,, terlalu sedikit,, terutama up senjata ,,lambat karena dari hadiahnya terlalu sedikit ,, makanya game rermiskin sedunia",1
Aku kasih b1 karena udah download datanya eh pas masuk game lagi malah disuruh download ulang kek anjim,1
"baguss banget, seru. saran : kurangi loading yang terlalu banyak",5
"Ga bisa dimainin ga usah di download banyak bug, baru mulai tombol cursor belah kiri bawah ga bisa di gerakin",1
"Semua uda bagus Cuma 1 aja bug loading Terpaksa main nya in and out trus,, tapi ini game semakin lama Semakin baik banyak bgt bansos nya👍 Kasih 4 bintang tinggal 1 aja Uda komplit ini game",4
Inilah kenapa sekarang ini malas klau main game kliatan netmarble.. Game blm siap sdh dipublish trus skrg.. Msh stuck gk bs gerak gk dimaintenance..,1
"Masih Ada Masalah Sama Server nya, jadi gk bisa masuk game",2
kebanyakan tutorial,5
bagus game nya recommended bagi grafik low mau pun ultra,5
Baru download pas toturialnya ngebug nembus² tembok dan saya tidak bisa melanjutkan toturialnya,1
"Game cacat, baru juga mulai layar udh nge freeze. Padahal ram 6/256gb",1
gw maen genshin impact 30gb+ setingan sedang aja lancar2 ae tpi maen gm ini yg cmn 6gb loading mulu pdhal udah di grafik rata kiri.. bikin males main nya.... pindah ke wuwa ah wwkwk,1
Lama banget loadingnya gk jelas banget di mobile,1
1bulan Main.. Sebenarnya Bagus.. Hp Suport Wifi Suport.. Tapi knp tiap main gate sering banget stack di loading screen nya.. Bikin males karna harus relog..,3
"Aku lumayan suka game ini, cuman menghabiskan banyak quota.",4
Baru mau main analog nya ga bisa di gerakkan,1
"mantapp, tapi terlalu banyak scene story nya",4
"Overall game nya bagus,tapi sering stuck bikin experience bermain ga nyaman soalnya harus relog mulu di fix lah Kontolllll cape gw relog mulu",1
Ko game sekarang jadi loading lama banget dah ko gitu sih lagi update kah sumpah lama banget loading nya dulu ga kaya gitu,3
loading nya lambat dan ganggu saat main,4
Banyak masalah terjadi nya bug lagi dan susahnya untuk terhubung ke server berbeda jauh dengan versi pcnya,1
Gamenya loading terus gak jelas tolong diperbaiki,1
"Diskriminasi device kah, saya main di poco F4 kena bug hampir setiap saya log in, dan saya di banned 365 hari sebab itu, apakah anda mau ini game rating nya semakin menurun karena kesalahan ini",1
Nice cuman jaringan server aja masih belum stabil,5
Sangat bagus untuk para pecinta game bertema anime,5
"Jujur , game ini kurang balance dalam segi Frame rate , Bayangin aja , Hp gw buat main Genshin smooth , tapi main ini ngeframe jir",1
"ini hp gua yg kentang apa gmna ya, abis skip story black screen mulu",1
Semakin kesini semakin sulit untuk menyelesaikan misi jika seperti ini terus bakalan pada pindah game Saya harap diperbaiki jangan terlalu sulit padahal bertempur 350.00 tapi sulit nya kebangetan,3
"Masih banyak bug, layar tidak bisa digerakan padahal device memadai.",1
tolong diperbaiki masih banyak bug sistem nya..,5
"Loadingnya lama banget,susah banget buat masuk",1
"Kok pas di suruh tutor analog, gak bisa ditekan",3
Game nya bagus graphic nya bagus Game nya mantap👍,5
"Udah 2 minggu rilis bug loading screen gak di urus2, maen 30 menit, 15 menit habis buat nunggu loading screen",1
tolong di benerin bug nya dan di optimalin,1
"bug di awal game, kursor tidak mau bergerak",1
Gamenya masih buffering mohon untuk di fix ya,5
"Saya sudah login pakai akun saya, saya sebelumnya sudah pra pendaftaran jadi bagaimana saya bisa dapatkan item khusus tersebut ?, sebab saya sudah menunggunya sejak lama",5
Game ngebug. Ngefrezz GK bisa digerakin apa2 (awal tutorial),3
"harga itemnya mahal banget, mohon dikurangi",3
Saya login awalnya baik2 saja.. Ketika di main dalam mode tutorial ga bisa digerakkin lagi.. 🥲,2
bagus dari grafik mau pun game nya,5
Game play udah oke tapi masih kebanyakan bug nya.,3
"Ngebug waktu tutorial, gak bisa gerakin joy stick",2
"Masih Banyak bug nya , wajar di baru rilis ,",3
Kok gk bisa masuk kak alasan ny server bermasalah itu gimana si kak,1
apa apa loading asli kesel cuk padahal jaringan bagus bagus aja,2
"banyak bug, sering bgt bug",4
Stuck joystick apa lah padahal main di server kanada aman aman aja,1
Ini kenapa pas awal game stik buat gerak nya gk bisa ??,1
untuk sementara gamenya keren semoga tambah keren 👍,5
Masa gak bisa gerakin joy stik dan masih ada panah kaya game pc... Jgn dowload... Download gede gabisa dimainin nyesel download 8gb,1
Masih banyak bug dari segi loading screen,5
"Mantab, baru download sih tp kesan awal bagus gamenya",5
Game nya ngebug masa baru main tombol serang nya hilang haha...,1
layar blackscreen disaat tertentu mana ni updatenyaaa,1
"Banyak bug nya, tolong di di perbaiki",2
"Kenapa setiap loading lama kadang close game sendiri ngelag lag padahal size game cuma 6 GB tolong lah perbaiki dulu,main game sebelah yang size hampir 40 GB lancar lancar aja",4
parah udh masuk game ga bsa gerak trs bnyak bgt loading,1
Baru mulai sudah bug.gk bisa gerak karatek nya.,2
"Kebanyakan loading terus lag,jadi males main",2
"bug terus, analog nya gabisa di gerakin",3
Bug loadingnya meresahkan tolong di perbaiki,4
masih bug karakternya ga bisa di gerakin,1
Game nya banyak bug nya tolong di perbaiki,2
Ehh ini game pc ya?ga bisa di Android di gw cmn tampilan karakter ny doang,1
"In game joystick ga bisa di gerakan, kira"" Kenapa yaa",5
"Min harus pakai stik game ya, pas di layar awal gunakan analog kiri (L) ?",5
Cukup bagus tapi setiap keluar event selalu loding,4
Setelah update malah tidak bisa di buka lewat handphone.. Apakah harus lewat PC?,3
Ga jelas demeg Cerberus nya sakit banget terus juga kadang ada yang mati sendiri char nya padahal ga di onfild,3
game yg luar biasa sesuai dengan komiknya tidak mengecewakan,5
masi banyak bug malah di launching gimana sih,1
Baru dowload langsung ada bug pas awal awal main,1
Macet di tutorial analog gak bisa gerak,2
"Full bug, loadingnya sangat lama!",1
"sering stuck loading, tolong di perbaiki😁",3
Sumpah nih game banyak banget bug nya Cape gua relog mulu,1
Bug dmn2 ga bisa di Mainin stuck di awal,3
Bug loadingnya masih belum di fix,1
"Game nya sangat bagus, direkomendasikan untuk pencinta anime seperti saya",5
"GG gamenya tapi Masih banyak bugnya, tolong di diks ya dev",5
"Bug blackscreen, trus musuh kadang ga spawn",1
Ini geme bagus tapi awal download lama banget aku dah pake wifi padahal di geme lain cepet,4
Aku bigung gara - gara dimana ganti skin nya ya itu aja 😅😅😅😅 makasih dimana sih aku masih nyari nih😅😅😅 tolong dikasih tau,5
"Analog tidak bisa digunakan, mohon diperbaiki",2
Bagus tapi kebanyakan bug baru mulai udh ngebug lagi,4
Apakah game ny suka stuck di black screen pas selesai scane,1
Baru mulai joystick gk bisa di gerakkan,4
"Mau tanya, setiap selesai 1 misi selalu blackout yah? Walaupun aku relogin juga masih kayak gitu",1
Game bagus tapi loading ya kelamaan bikin kesal aja,3
Tolong di perbaikin lagi game nya terlalu banyak bag nya,2
Dari graphic sih oke Cuman permasalahannya kebanyakan blackscreen,4
game nya udah akurat cuman membutuhkan ruang yang banyak,4
Game ini parah loding loding terus gak jelas jujur gak nyaman kalo gini terus,1
"Sudah cukup bagus, hanya perlu lebih banyak perbaikan bug.",5
"Nggk sesuai ekspetasi, banyak bug yang dari rilis sampai sekarang nggk cepet dibenerin, developer kemana aja? ngurus bumi?",1
Sering Drop Frame Padahal Sudah Di Grafik Rendah,1
"Stuck di tutorial, ada yg tau cara fix bugnya?",3
"game sudah bagus, tp sayangnya ke stabilan server buruk.",2
kebanyakan loading ga jelas jadi lama mainnya,3
Apasih game bug masa tutorial nya ga bisa di pencet,1
Dari awal game pencet joystick saja tidak bisa wak,1
"Perbaiki Tolong , Kenapa setiap kali Membuka Menu d gamenya Selalu Delay Loading , kek berasa Server nya Ping nya gede banget . Trus suka Stuck d bagian² Story",3
"Game tidak merespon, mouse pad pada layar tidak mau di sentuh",1
gamenya sangat seru kayak genshin impact dong 😍🥰🥰🥰🥰,5
sangat bagus terus kembangkan semoga kedepannya semakin lebih bagus lagi,5
jaringan sering bermasalah padahal wifi dirumah lancar,5
Masih sering crash dan tidak connect server,2
"keren, game nya seru. bisa lah buat nyibukin diri. hehe",5
Server bermasalah tolong segera diperbaiki :),3
Ga bisa gerak stuck ditutorial joystick nya payah,1
sebagai game baru saya meminta perbaikan beberapa bug secepatnya,4
"Tolong perbaiki bug nya , itu sangat menjengkelkan!!",5
Geme nya bagus gerafik nya juga bagus mantep lah pokoknya,5
"Jelek banget, ngstack mulu di loading masih bnyak bug yg menggangu",1
Game susah dan selalu loading terus setiap kita kerjain misis nyab,1
Terjadi bub dan tidak bisa di tekan saat tutorial,5
For now 😡 bug nya masih banyak tapi,4
game nya lumayan bgus tpi hrus di tingkat kan lgi,5
ini sangat bagus gamenys semoga makin maju gane solo levelingnya,5
perlu diperbaiki lagi bug digamenya,4
banyak bug tiba tiba macet padahal hp suport,3
Gamenya Sangat Bagus sekali.. Cumaa itemnya terlalu Mahal..,5
rate gacha susah dan tidak ramah untuk player gratis,1
Game nya sangatt mendukung di hp dua jutaan,4
"blom mainin cuman tolong pas download data jngan pake video, bikin batre cpt abis ama bikin lama download",3
bug loadingnya tolong la develop masak harus relog terus hadehh,2
"Gabisa dipakein lol, masa disuruh pencet analog malah ga bisa mulai gamemya",2
Tolong perbaiki performa game Terlalu banyak buffering,3
"Bru maen dh ngebug mlu, ekspektasi dh tinggi soalnya collab sm solev eh udh bugnya kebanyakan berat lgi, kaya karakter item lah, layar blank lah, boss/musuh g muncul lah hdh",1
"Ga jelas semua komen nya,Gw main aman aman aja,Ini sih Game RPG Terbaik di PlayStore menurut gw""",5
banyak bug anying sinyal enak malah sering dc,1
"apalah nih game stuck loading Mulu, mending honkai impact kalo gini, game ga jelas",1
"Baru awal main udah ngestuck, device redmi note 10s",1
kadang ada bug seperti ngestuck di loading,3
"Tolong dev bug kursor di tengah buat POCO malah muncul lagi 🗿, bintang 2 dulu ntar kalau bener balik lagi",2
Game terlalu lama loadingnya trs suka ngefreez g jelas,1
"Terlalu banyak bug, klo belum siap rilis mnding jngn dirilis dulu Bikin kecewa",1
seru cuma kurang petualangnya kalau banyak petualangnya pasti seru,4
Mohon di perbaiki masih ada bug nya bang,2
Gamenya Mantap tapi lebih mantap lagi gw jadi salah satu orang yg pertama nyoba game nya,5
masih banyak bug dan server masih sering anjlokkk,1
ini cakep banget grafik nya suara nya,5
Sangat bagus tapi menurut ku di kurangin grapich nya agar tidak lag dan tidak boros batre terus data nya juga di kurangin,5
game sgt bagus dan keren tapi sayang loadingnya lama,5
gem nya sangat bagus dan juga alurcerita sama yg di cerita kan,5
Strees gw sama bug loading nya,1
semoga gak ada bug dan banyak even untuk F2P nya,5
"Game nya sangat bagus mirip sekali kek game pgr, apalagi game nya nomor 1 cuy di google play store 👍",5
Tolong untuk developer perbaiki bug dalam game,5
Bagus game nya serasa masuk komiknya asli dah mantap....,5
Mainnya harus pake stik ato gmn sih? Kok gw di arahin pake stik kaya main PS..,3
bug loading sangat menggangu kenyamanan bermain,4
"Gamenya bagus cuma masih banyak bug nya, kayak awal - awal suruh lawan lizardman malah gaada",2
Game rusak masak di awal tutorial gk bisa mencet apa apa gimana ini!!!!,1
Top up lewat play store tpi pembayaran ditolak mulu gmna tuh????,4
Loading terus gak maen maen,1
"Penuh bug , musuh tiba tiba hilang",1
Semuanya oke cuman yaa gitu ada tanda loading ganggu banget,5
Stuck di joystick tutorial ga bisa d sentuh,1
"Gamenya sering macet padahal sinyal bagus,",3
Loding mulu ni game... jaringan gua udh super kencang tetep aj loading,2
"game bagus,tapi minusnya gamenya terlalu besar,tapi seru kok",4
Gak bisa ditekan tombol controllnya kyk mana lah🤣,5
bagus tapi kadang kadang nge bug,5
minus nya cuman ngefrise sama loading nya lama,5
Undah sering ngebak loading lama padahal jaringan udah bagus😒,1
terlalu banyak bug. malas harus balik login terus,3
"Sorry ini cuman gw aja apa emang ada yang lain, masa patch dah tinggal 1 persen minta unduh ulang, dah di unduh ulang begitu lagi terus menerus begitu lagi, cape, uninstall langsung",1
Tolong diperbaiki bug dalam gamenya,1
"saya tau game ini pasti sangat bagus, tpi saya selalu ngestuck di tutorial tdk bisa menggerakan analognya.. bagaimana ya??",2
"Mengapa setiap menekan tombol selalu loading, itu sangat menggangu",3
Terlalu banyak bug perbaiki lah Netmarble!,1
"Ga bisa masuk, stack di awal karena ga bisa login",2
"Sangat bagus walaupun kadang kadang muncul bug, tetapi untuk mencapai rank sss harus begadang 3 hari mohon untuk di perbaiki bungnya minnnn",5
Solo loading. Tolong benerin lah ini loading terus,1
sangatt baguss grafik jangan ditanya lagi baguss bangett,5
terlalu banyak stuck di loading dan reconecting,2
Benerin dlu bug nya stick kiri tidak berfungsi,1
Lama banget downloadnya layar gelap semuah gakeliatan tombolnya,1
sumpahhhh keren banget seneng akhirnya riliss lovee banget lahh makasih sudah nyiptain game niii,5
"Byk bug,malas mainn layar stuck hitam padahal spek cukup mumpuni",1
"lumayan,tolong ditingkatkan untuk gachanya buat dapat ssr",5
"Bug saat tutorial awal. Ga bisa masuk game. Padahal hp udah RAM 8+5 GB, Snapdragon 695.",1
masih ada bug yg perlu di perbaiki overall good,4
"Baru masuk game, tutorial track pad tidak berfungsi di redmi 12 pro 5G",5
kaga nyesel mendownload gede bagusssss gamenya seruuuuu,4
Saya tidak bisa menggerakan kursor saat uji gerakan,2
"baru mencoba, mudah mudahan game ini tidak banyak bug",4
"masih ok sih, hanya buffering nya agak annoying",5
"Nih game banyak bug anjir, gw stuck di loading tutorial coo",1
"Gamenya lumayan bagus tapi pas maen lama tutorial, server lemot, Ama scam gacha 15 kali di kiranya bisa dpt gratis tapi malah bayar emang game milking Gw GK rekomend mending game laen aja udah",1
Kenapa di tutorial analog nya tidak bisa digeraginnn,5
"Game rusak , kebanyakan bug... Lu niat kaga perbaiki ni game ?",1
"Gameplay battle nya buruk perlu di kembangkan lagi, ambil contoh gameplay battle dari game punishing gray raven",1
Gak bisa pencet joystick pas awal knpa dah ni game,2
"mantap gamenya, gw spin sekali langsung dapet senjata SSR😀😁",5
Terlalu Sering bug ngestuck di loading battle,1
Sering bug di loading yg macet.,3
"stuck di loading terus, masa harus relog"" terus",1
males ah baru juga mau main udah gabisa digerakin aja,3
Masih banyak bug nya min tapi keren game nya. Tololng perbaiki big monster nya yg suka ga nongol ya,5
"Mau sampe kapan game ini eror, masa cuman sampe stuk di logo",1
hilangkan mode auto dan game ini sempurna,4
Gamenya bagus cuma framedrop melulu sama ngecrash.,4
Dari segi apapun dah bagus cuma musuh nya terlalu susah contoh baru cari 1hit kita langsung meninggal tolong dipergampang,4
Bagus aku malah suka tapi bisa gak bugnya di perbaikin sedikit,5
"Gamenya bagus, cuman masi banyak bug nya",3
Update selanjutnya tolong perbaiki loading nya,3
Udah unduh 2.500mb tapi datanya ilang disuruh unduh dari awal,1
"Banyak bug, sering banget stuck di loading",1
Kenapa sering sekali terjadi loading dan blank screen?,2
"Kenapa aku gabisa masuk apk nya terus? Padahal penyimpan yang kosong juga banyak, udah coba restar hp tetep gabisa, tolong dibantu min",3
Masih sering buffer tapi is ok lah,5
"ini termasuk bug atau tidak, kenapa sering loading",1
Alo developer ini game server bermasalah mulu perbaiki dong,2
"masih mines di loadingnya, masa setiap mau mencet something load mulu",1
"Loading screen hitam, gacha kurang worth it Maybe karna baru rilis",3
Tolong perbaikan pada bug stuck nya min,5
Lag terus dan cepet panas di hp padahal penyimpanan masih banyakk,3
masih sedikit ada bug stuck di loading,4
game nya bagus grafiknya boleh lah,4
"game bagus, tapi tolong lagging perbaikin pas bertarung",5
responnya lama gak suka ngeklik tombol delay,1
Grafiknya bagus ga kayak di sebelah,5
"Sering muncul bug, loading berhenti",1
Game terlalu banyak bug dan stack saat loading tolong perbaiki dengan benar supaya player nyaman memainkan nya,3
belum dicoba belum bisa login juga semoga kedepannya lebih baik,4
Walaupun masih banyak bug gpp karena masih baru keluar semoga di perbarui biar makin seru dan kalo bisa buat gacha nya jangan terlalu banyak item ampas,5
opsi sentuh layar dapat disimpan permanen,5
"Baru download langsung uninstall,. Stuk di loading setelah download resource,ada suara lancar tapi stuck hingga nunggu baterai berkurang 10% tetap stuck",1
"Tolong perbaiki bug nya, game nya seru",5
sering bug loading saat di lobby harap diperbaiki,2
Stuck min di tutorial controller tolong bug nya fixxxx,2
game sering ngebug sering ngefreeze sendiri,3
Banyak bug. Loading mulu kagak kelar2,1
"Udah download gede eh malah stuk di tutorial, game netmarble emang gada yg bener anjnk",1
"game bagus dan seru abis, terus kembangin ya..",5
"gamenya bagus, fightingnya keren sesua dah sama manganya",5
Bagus cuman ada yang bikin jengkel yaitu kadang masih kyk nge freeze sehingga saya tidak dapat menekan,2
buat sekarang ini game berkelas banget,5
Baru pertama main di tutorial ada bug yang kagak bisa di gerakan tolong dong di perbaiki #terimakasih,3
Loading loading .. Adehh.. Game bagus.. Sihhh tp ya ngelek ngelk,1
Tidak bisa menggerakkan analog atau gak bisa tekan apa apa gak gerak,1
Bug cukkkk yang bener aje di loading screen ngebug masa,3
gamenya bgs tapi tolong ditingkatkan lagi soalnya lumayan lag2,5
"Terkadang ada bug nya, tolong di benerin yaa bug nya",5
bagus banget tp minusnya banyak bug,3
Controller sebelah kiri blom bisa di tekan,1
"Bagus ,tapi ada err gak bisa lawan boss di (kisah - cerita sampingan - pemburu hunter - hunter rank B)",5
"Kebanyakan loading, mau buka gate loading, mau gacha loading, afk juga keluar animasi loading gajelas",1
Kenapa aku stuck di tutorial gak bisa gerakin joystick nya,2
"baru tutorial, sudah gabisa digerakin analognya",1
Ganti nama aja mending jadi solo loading arise,1
"Kalau dilihat lihat ini game sangat bagus, tetapi saat saya masuk pertama kali ke game ini layar menjadi hitam dan tidak bisa di apa-apa, alhasil saya tidak berniat main",3
masih banyak bug yg muncul tapi overall bagus,4
Banyak bug tolong di perbaiki lgi,1
Tidak bisa login Padahal sudah di update 😏,4
"Ini baru mau download, semoga sesuai harap ram 8gb",5
Di hp ada bug analog sama kursor,3
sinyal blm stabil...masih banyak bug,4
"Banyak bug, sering stak di loading",1
"game yg bagus, tpi sulit untuk dapat hero ssr",5
Ngebug kah gamenya gak bisa di gerakin analognya.?,5
Tidak bisa digerakan karakternya di awal game,2
Game nya belum siap. Masa masih ditutorial tidak bisa apa apa,1
"minus di sinyal aja sih, sering load pas di lobby",5
"Gamenya seru sihh cuma sering ngelag, pdaha jaringan gua baguss",4
Sering stuck di game mohon di perbaiki lgi😁,3
Game Jelek Banyak Bug.Ini Game Action RPG/MMORPG Kok Ada Auto Nya 😂🤣,1
Saat tutorial analognya tidak bisa disentuh.,2
(Gem pemakan jaringan) Kalau main ff ml lancar aja jaringan cuman gem ini pemakan jaringan,5
"Ping nya belum stabil kah ? Setiap ke screen lobby muter"" terus.",4
Bug masih belum d perbaiki...,3
"selalu loading screen muncul,apakah itu bug??",4
"gamenya bagus, grafiknya bagus, gameplaynya juga bagus",5
Loading nya tolong di perbaiki sangat mengganggu,5
Kenapa selalu terjadi kesalahan masalah jaringan padahal jaringan saya bagus😡😡🤬,1
Game stack di tutorial awal tolong segera d perbaiki,2
Bug analog tdk bisa di mainkan.,2
Kenapa ada tulisan terjadi masalah pada keamanan aplikasi...,2
Mo nanya aja kenapa analognya ga bisa gerak ya apa dari hp ku?,3
walaupun gak terlalu sama sama anim ya tapi saya respek karena adegan darah tidak begitu di perlihatkan😇,5
dikit dikit loading padahal main yang lain masih lancar aja jaringan,1
Gamenya bagus cuma masih banyak bugnya,3
tingkatkan terlalu sering buffering,5
banyak bug luoading sering ngestuck dan server lag,1
tolong min klo bsa bugnya di perbaikin dong,5
gamenya bagus bgt tpi emang device gw ato memang sering loading?,5
Tolong diperbaiki bug loadingnya,3
Kok stuck di gunakan stick sebelah kiri ya bug ny,1
"Masih banyak bug,tidak bisa pecet skill",3
"Game ampas, kebanyakan loading.. Gacha ampas.. Mati aja nih game..",1
Gamenya udh bagus tapi ada beberapa masalah kaya contohnya jaringan ku udh bagus tapi tetap suka loading di menu awal dan itu sering terjadi,5
"Stuck Loading di Poco X3 Pro, tolong segera di patch",1
Bug loading screen kg bisa main gimana nih,2
"Sering black screen, tolong di benerin nanti ku naikin bintang nya",3
"Bagus gamenya, hanya sering loading pas pindah pindah",5
sangat bagus si tapi tolong lah khusus Player hp di mudh kan jangan pas masuk games nga di suruh pake stim ps,5
Gamenya bagus sama banget di anime sama demen sama game Netrmablre,5
game bagus grafik mantap seperti pc!!,5
masih sering ada bug lag pada jaringan,5
"Setiap 2 Dungeon Pasti Bug Loading Masuk,Mohon Di Fix",3
Uda update berjam2 ternyata baru maen jalan aja gk bisa,3
Untuk goldnya susah.. Tapi not bad Overall bagus.,5
"game sampah, loading lama banget sampe berjam jam , fadahal jaringan bagus tapi loading lama",1
Masih ada banyak bug . Tolong di perbaiki lagi,3
Main ny klah sma wktu terlalu singkat 2 menit doang,3
Analognya di tutorial kagak bisa di arahin kenala tuh,3
"Full download, bug di start awal wat sepak kagak bisa ngapa""in 😑",2
Kenapa tidak bisa dimainkan malah ada arahan tombol L kan ini fi android masa marus main di pc,1
Kadang layar HP hitam dan terkadang tombol untuk maen gamplaynya ilang,5
Gem yg bagus tapi bermasalah bayak tetang bug,5
"Kadang bug Loding, untu game nya sendiri bagusss",4
Gx bisa gerak pas dilayar awal suruh gerakin analog arah,5
"Buat log in aja ngk bisa,udah berkali kali download ulang",1
Stuck di tutorial. Tidak bisa menekan tombol gerak,1
Game ampas baru tutorial gerakin analog nggak mau di gerakin,1
perbaiki sistem reconnect,3
mantap tpi grafik nya agk di tingkat lgi,5
"Masih coba selesai tutorial, menurutku game ini bagus",5
Aneh banget pas tutorial tiba-tiba muncul di void,2
"Banyak bug, tutorial sangat kurang panjang",1
memuaskan dk sia sia nunggu lama dan habis kuota bnyk,5
SOLO LEVELING [×] SOLO LOADING [√] BANYAK NGELOADING NYA PAKE WIFI DIPAKE SATU ORANG GUE DOANG SAMA AJA LOADING SERVER BELUM OPTIMAL KE BEBERAPA NEGARA KEK INDONESIA SEBAGUS APAPUN HP DEVICEMU KALAU SERVER KEBANYAKAN LOAD BELUM OPTIMAL TIDAK NYAMAN,1
"Terlalu banyak loading, jadi mengganggu kenyamanan bermain",3
"Agak kecewa, setelah lama bermain.. Aku pensiun sekarang, daah.",1
"masuk sulit, di menu loading mulu, apa2 loading, cuman mau cuan doang kau DEVELOPER KONN PERBAIKI SINYAL KAU ITU MEMMM GASS BINTANG 1",1
keren mantap sesuai anime alur ceritanya ramah F2P recommended game😃,5
Tolong dong Frame saat ngeluarin shadow nya patah²,3
Bug loading nya tolong diperbaiki,3
"Stuck di tutorial, sticknya gk bisa jalan, jadi character nya stuck, udah 3 download full trus uninstall sama aja masalahnya -_-",2
"Grafik mantap, Ngeleg gaterlalu, mantap bet dah",5
Masih bayak ngebak . Tolong di perbaiki untuk kenikmatan Players. Terima kasih,3
"Mohon dibaca, ini kan bisa dimainkan di mobile kenapa harus ada stik control nya?",3
"game nya bagus banget,cuman rada lag lag dikit",5
Ngestak aja trus gimna mau dimaeinin percuma topup banyak gak bisa dimaenin update lagi lah,2
Udah bagus cmn kendala sering buffring sama blackscreen,5
"mantap , walau pun masih banyak bug stak",5
"Game belum mateng kok dirilis, banyak bug stuck eror dll hadeh developer gaje",1
Gamenya bagus. Semoga dapat karekter/senjata bagus jg😁,5
"Udah unduh sekian banyak,setelah selesai unduh,game nya malah stuck",1
Tolong diperbaiki lagi biar peformanya lebih bagus lagi,4
Terlalu banyak bug jadi g nyaman buat main,3
Kenapa di awal main tidak bisa di gerakan pada tombol gerak,1
"Buffer sangat menggangu,tolong di fix",1
suka bgt sama game nya seru,5
masih ada bug di android loding teruus,3
Untuk grafis dan storynya udah bagus,5
luar biasa akan tetapi untung top up terlalu mahal,5
Ini masih bug kah? Awal masuk suruh gerakin tapi gak bisa di gerakin,3
Semoga bisa lebih optimalin di android mid end 🙏,5
bagus banget tapi bugnya di fixkan dong,5
gak bisa dimainin gamenyaaaa.. cursornya gak bs digerakin..,2
Bug loading terus setiap membuat fitur,3
Padahal dah full download data terus pas login download data lagi masa iya harus download data sampai 3x,1
Tidak bisa control via touchscreen,3
"Untuk gamenya bintang 5, cuman untuk kinerja nya kukasih 3, soalnya jaringannya gak stabil dan perlu diperbaiki",3
Perbaiki lah nih game bug loading nya,1
Terlalu banyak loading ketika habis memakai fitur di game,4
gameplay bagus tpi sangat bnyk bug nya,4
jangan ada bulet bulet lagi tolong di perbaiki,5
"Masih terdapat banyak bug dalam permainan, mohon dengarkan ulasan player sebelumnya, dan jangan paksa game ini dapat bermain di device rendah",1
masih ada bug tapi masih wajar soalnya baru rilis,5
Berhenti di loading gabisa masuk game,1
masih perlu banyak perbaikan ...banyak bug !!,1
Loding nya terlalu sering bikin mood main rusak,5
"Udah didownload datanya giliran mau tutorial aja ngebug konyol, ngecewain",1
"masih ada bag, dan leg dikit sih tapi game nya bagus",4
"Asu giliran sudah global malah g bsa dimainin minta uptade mlh g bisa padahal saya sudah mainin nih game sebelum rilis diglobal,, bangke,,",1
Game SAMPAH!!! Dari developer gak ada niat utk fix bug!!! Capek relog mulu setiap main ini game. Kalau patch belum selesai jgn so2an rilis ini game deh!,1
dari segi graphic dan gameplay paling terbaik,5
"saya baru main gamenya perlu 7,441 MB dan hp saya ram 6 apa gimana ini padahal saya sudah hapus banyak aplikasi waduh waduh",1
Game nya bagus tapi tolong lah bag nya di perbaiki,4
Overall sih bagus tapi kebanyakkan loading di lobby nya,3
Game bagus tapi banyak iklan,5
Sebenernya game nya bagus ringan juga tapi entah kenapa habis cut scene layar tiba tiba hitam sendiri dan nge stuck,3
kalo di lobi masih agk lama delay loadingnya,5
ngebung di awal pas saat disruh arahkan maju tdk bsa,1
"Perbaiki loading screen nya , udh beberapa kali update tapi gak di perbaiki,kalo gak bisa perbaiki ya cari orang yang bisa !!!",1
Apasih baru di tutorial aja nggk bisa gerak gk jelas,1
Gua stuck di awal gabisa gerakin biar gerak gimana yak,2
"Yang di pc lancar, yg di hp stuck di cerita awal pas joystik ada yg sama?",4
"bnyak bug nya, loading gk beres"" lama gk bisa masuk in game, di lobby tampilannya biru smua gk ada apa""nya bnyak bug",1
"bagus, tpi kadang suka tiba² ke playstore",5
mohon perbaiki lagi loading di game nya,5
Gamenya bagus saya suka untuk tambahan berikan 5 kode setiap update,5
bagus banget dan cara mainnya mudah di pahami,5
"tidak bisaogin dengan alasan masalah jaringan, padahal jaringan saya lancar",2
mungkin kekurangan nya di bagian jaringan saja,3
Habis update malah GK bisa login,1
tidak bisa refeling sendiri,4
Layar hitam bug di story ngestuck dan lag Apala,3
"game nya bagus, TAPI NGEBUG MULU DI LOADING SCREEN CAPE PAK RELOG MULU",5
"Stuck di pertama mau main, disuruh geser tidak bisa.",1
"Apaan dh tiba tiba suka hitam sendiri layar nya, gk jelas",2
Ada solusi stack di analog kiri gabisa digerakin?,3
Ini loadingnya tolong di perbaiki lah woe menggaggu sekali loh,1
"Gak bs gerak, dr awal game udh gak bs gerak",1
"Sering loading,padahal jaringan sudah bagus",3
banyak bug nya loading nya ga jalan,4
GRAFIK MEMANJAKAN MATA DAN GAME SANGAT BAGUS,5
"Ini kenapa stuck diawal gak bisa digerakin playernya, kocak""",1
"Apa ini ngga bisa masuk sama sekali, alasan keamanan server",1
stuck ditutorial ga di fix juga. uninstal ajalah,1
"keren,agar dipermudah sistem ghacanya dan bug nya",5
game nya bagus. tapi tolong ada in. beli. senjata nya ada,5
"sangat bagus gameplay nya,gafiks nya cukup lumayan",5
